nom_estab|raz_social|codigo_act|nombre_act|per_ocu|tipo_vial|nom_vial|tipo_v_e_1|nom_v_e_1|tipo_v_e_2|nom_v_e_2|tipo_v_e_3|nom_v_e_3|numero_ext|letra_ext|edificio|edificio_e|numero_int|letra_int|tipo_asent|nomb_asent|tipocencom|nom_cencom|num_local|cod_postal|cve_ent|entidad|cve_mun|municipio|cve_loc|localidad|ageb|manzana|telefono|correoelec|www|tipounieco|latitud|longitud|fecha_alta
PENSYLVANIA SUITES,S.A. DE C.V|PENSYLVANIA SUITES SA DE CV|721312|Departamentos y casas amueblados con servicios de hotelería|11 a 30 personas|CALLE|PENNSYLVANIA|CALLE|LOUISIANA|CALLE|ALABAMA|CALLE|INDIANA|127||||0||COLONIA|NAPOLES||||03810|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0191|005|||WWW.PENNSYLVANIASUITES.COM.MX|Fijo|19.3905736400000000|-99.178641520000000|2014-12
REAL SALAMANCA HOTEL|REAL SALAMANCA TOWN HOUSES SA DE CV|721312|Departamentos y casas amueblados con servicios de hotelería|6 a 10 personas|EJE VIAL|3 PONIENTE (SALAMANCA)|CALLE|PUEBLA|CALLE|SINALOA|CALLE|COZUMEL|35||||||COLONIA|ROMA NORTE||||06700|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0998|017||RESERVACIONES@REALSALAMANCA.COM.MX|WWW.REALSALAMANCA.COM.MX|Fijo|19.4205401200000000|-99.169971600000000|2010-07
HOTEL SUITES DEL ANGEL|OPERADORA EJECUTIVA REFORMA SA DE CV|721312|Departamentos y casas amueblados con servicios de hotelería|11 a 30 personas|CALLE|RIO LERMA|CALLE|RIO GUADALQUIVIR|EJE VIAL|2 PONIENTE (RIO TIBER)|CALLE|RÍO VOLGA|162||||0||COLONIA|CUAUHTEMOC||||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0930|002||SUITESDELANGEL@JRHOTELES.COM||Fijo|19.4283161600000000|-99.169055220000000|2019-11
HOTEL EL PATIO|MÉXICO LINDO Y SUSTENTABLE S DE RL DE CV|721312|Departamentos y casas amueblados con servicios de hotelería|11 a 30 personas|CALLE|GARCIA ICAZBALCETA|CALLE|MANUEL MARIA CONTRERAS|CALLE|VELAZQUEZ DE LEON|AVENIDA|RIBERA DE SAN COSME|77||||||COLONIA|SAN RAFAEL||||06470|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0678|014||||Fijo|19.4417278800000000|-99.164577630000000|2011-03
AMUEBLADOS ILLINOIS 49|AMUEBLADOS SAN ANTONIO SA|721312|Departamentos y casas amueblados con servicios de hotelería|0 a 5 personas|CALLE|ILLINOIS|CALLE|MAXIMINO ÁVILA CAMACHO|EJE VIAL|5 SUR (AVENIDA SAN ANTONIO)|CALLE|CAROLINA|49||||||COLONIA|CIUDAD DE LOS DEPORTES||||03710|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0577|026||||Fijo|19.3851893800000000|-99.179131990000000|2014-12
SUITS BERNA 12|BERNA DOCE ARRENDAMIENTOS INMOBILIARIOS SA DE CV|721312|Departamentos y casas amueblados con servicios de hotelería|6 a 10 personas|CALLE|BERNA|AVENIDA|PASEO DE LA REFORMA|EJE VIAL|2 PONIENTE (FLORENCIA)|CALLE|ESTOCOLMO|12||||||COLONIA|JUAREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0945|009||BERNADOCE@HOTMAIL.COM|WWW.SUITSBERNA12.COM|Fijo|19.4263076900000000|-99.166590790000000|2019-11
FILADELFIA SUITES|OPERADORA FILADELFIA SA DE CV|721312|Departamentos y casas amueblados con servicios de hotelería|11 a 30 personas|CALLE|FILADELFIA|CALLE|OKLAHOMA|CALLE|TEXAS|CALLE|NEBRASKA|42||HOTEL FILADELFIA SUITES|1|0||COLONIA|NAPOLES||||03810|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0219|004||ADMINISTRACION@FILADELFIASUITES.COM.MX|WWW.FILADELFIASUITES.COM.MX|Fijo|19.3931211800000000|-99.175239150000000|2012-06
STADIA SUITES SANTA FE|GRUPO INMOBILIARIO JJJ SANTA FE SA DE CV|721312|Departamentos y casas amueblados con servicios de hotelería|11 a 30 personas|AVENIDA|VASCO DE QUIROGA|CARRETERA|MÉXICOTOLUCA (PROLONGACIÓN PASEO DE LA REFORMA)|CALLE|JOAQUÍN GALLO|CALLE|JOAQUÍN GALLO|2121||||||COLONIA|SANTA FE PEÑA BLANCA||||01210|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|1379|061||FISCAL@INVERTIERRA.COM.MX|WWW.ESTADIASUITES.COM|Fijo|19.3728308600000000|-99.259536370000000|2019-11
FIESTA INN CENTRO HISTÓRICO|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|JUÁREZ|CALLE|5|AVENIDA|3|CALLE|5|76||||0||COLONIA|CENTRO|EDIFICIO COMERCIAL Y DE SERVIC|||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0748|026||VERONICA.AREVALO@POSADS.COM||Fijo|19.4350049700000000|-99.146758230000000|2010-07
FIESTA INN INSURGENTES SUR|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|DAMAS|CERRADA|9|OTRO (ESPECIFIQUE)|99|CALLE|MERCADERES|130||||0||COLONIA|SAN JOSE INSURGENTE|EDIFICIO COMERCIAL Y DE SERVIC|||03900|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0914|002||VERONICA.AREALOS@POSADAS.COM||Fijo|19.3635775200000000|-99.183222040000000|2017-11
HOTEL TITAN||721111|Hoteles con otros servicios integrados|6 a 10 personas|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|MANUEL M. FLORES|CALLE|MANUEL GUTIERREZ NAJERA|EJE VIAL|CENTRAL (LÁZARO CÁRDENAS)|417||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1144|001||||Fijo|19.4163148200000000|-99.143630660000000|2019-11
CITY EXPRESS|PROMOTORA PLAZA SOL SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|AVENIDA|UNIVERSIDAD|EJE VIAL|15|CALLE|5|CALLE|5|1038||||0||COLONIA|XOCO||||03330|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0952|005||NGONZALEZ@HOTELESCITY.COM|WWW.HOTELESCITY.COM|Fijo|19.3661585000000000|-99.167553930000000|2014-12
CITY EXPRESS CDMX|PROMOTORA PLAZA SOL SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|CALLE|REPÚBLICA DE URUGUAY|CALLE|5|CALLE|5|CALLE|5|45||||0||COLONIA|CENTRO HISTORICO|PASAJE Y ANDADOR COMERCIAL|||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0818|003||N.GONZALEZ@HOTELESCITY.COM|WWW.HOTELESCITY.COM|Fijo|19.4305957400000000|-99.137860370000000|2019-04
APARTAMENTOS MADRID ONCE|APARTAMENTOS MADRID ONCE SA|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|MADRID|CALLE|5|CALLE|5|OTRO (ESPECIFIQUE)|99|11||||0||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|070A|013||||Fijo|19.4335539200000000|-99.156502460000000|2016-01
CASA CASTELAR|ARRENDAMIENTO ESPECIALIZADO TURISTICO SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|GALILEO|AVENIDA|CAMPOS ELÍSEOS|AVENIDA|EMILIO CASTELAR|CALLE|TEMÍSTOCLES|34||||0||COLONIA|POLANCO CHAPULTEPEC||||11560|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0779|009||D_MIGUELL@HOTMAIL.COM||Fijo|19.4295660700000000|-99.192985870000000|2010-07
COURTVARD BY MARRIOTT REVOLUCIÓN|HOTEL FLAMINGOS PLAZA  SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CIRCUITO|INTERIOR (AVENIDA REVOLUCIÓN)|CALLE|11 DE ABRIL|CALLE|MÁRTIRES DE TACUBAYA|AVENIDA|PRIMERO DE MAYO|333||||0||COLONIA|TACUBAYA||||11870|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1156|024||CONTABILIDAD@HOTELCDMX.COM|WWW.COURTYARD-MEXICO-CITY-REVOLUCION.HOTEL-RN.COM|Fijo|19.3965917200000000|-99.185366100000000|2010-07
CONTROLADORA CABI|FIDEICOMISO F 1596 S DE RL DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|AVENIDA|SANTA FE|CALLE|NINGUNO|CALLE|NINGUNO|AVENIDA|MÉXICOTOLUCA|481||WORLD PLAZA|23|0||COLONIA|CRUZ MANCA||||05349|09|CIUDAD DE MÉXICO|004|Cuajimalpa de Morelos|0001|Cuajimalpa de Morelos|0369|071|||WWW.FIBRAHOTEL.COM|Fijo|19.3592222500000000|-99.271676110000000|2010-07
FI INSURGENTES VIADUCTO|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CALLE|JOSÉ MARTÍ|CALLE|NUEVO LEÓN|CALLE|INGENIEROS|CALLE|TOPÓGRAFOS|553||||0||COLONIA|ESCANDÓN||||11800|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1226|017||||Fijo|19.3999978000000000|-99.170850380000000|2010-07
FI ACAPULCO|PLAYA PONIENTE SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|MONTES URALES NORTE|CALLE|PELVOUX|AVENIDA|PASEO DE LA REFORMA|CALLE|PRADO SUR|635||||0||COLONIA|LOMAS DE CHAPULTEPEC||||11000|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0995|018||CONTADORPP@CORPOMET.COM.MX||Fijo|19.4262618400000000|-99.204384370000000|2013-07
FIESTA INN AEROPUERTO CIUDAD DE MEXICO|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|BOULEVARD|PUERTO AEREO|CONTINUACION|NORTE 33|CONTINUACION|PUERTO AEREO|CALLE|ORIENTE 174|502||||0||COLONIA|MOCTEZUMA SEGUNDA SECCION||||15530|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0564|001||VERONICA.AREVALO@POSADAS.COM||Fijo|19.4349077400000000|-99.088201730000000|2010-07
FIESTA INN BUENAVISTA|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|251 y más personas|AVENIDA|EJE 1 MOSQUETA|AVENIDA|INSURGENTES|CALLE|JUAN ALDAMA|AVENIDA|RICARDO FLORES MAGÓN|259||||10||COLONIA|06350||||06350|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0849|002||FARVC@OPERADORA.COM||Fijo|19.4275138200000000|-99.204462970000000|2010-07
FIESTA INN|CONTROLADORA HOTELERA POH SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|4 ORIENTE (RÍO CHURUBUSCO)|EJE VIAL|15|CIRCUITO|10|CALLE|5|1635||||0||COLONIA|AREA FEDERAL CENTRAL DE ABASTOS|CENTRO Y PLAZA COMERCIAL|PLAZA CENTRAL||09040|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|2475|010||CONTRALORFIPLC@POSADAS.COM|WWW.FIESTAINN.COM|Fijo|19.3786859100000000|-99.095668430000000|2016-01
FIESTA INN|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CALLE|GRAN SUR|OTRO (ESPECIFIQUE)|99|OTRO (ESPECIFIQUE)|99|OTRO (ESPECIFIQUE)|99|5530||||0||COLONIA|EL PEDREGAL CARRASCO||||04700|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|1641|040|||WWW.FIESTAINN.COM|Fijo|19.3021085000000000|-99.165647960000000|2014-12
HOTEL TORREMOLINOS|OPERADORA TORREMOLINOS SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|EJE VIAL|3 NORTE (CUITLAHUAC)|CALLE|CENTRAL SUR|CALLE|16|CALLE|11|339||||||COLONIA|PRO HOGAR||||02600|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|0398|023||TORREMOLINOS@PRODIGY.NET.MX|WWW.HOTELRESTAURANTETORREMOLINOS.COM|Fijo|19.4738419700000000|-99.158851000000000|2010-07
HOTEL TICOMAN PLAZA|HOTELERA TICOMAN SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALZADA|TICOMÁN|CALLE|5|CALLE|5|CALLE|5|3461||||0||COLONIA|SANTA MARÍA TICOMAN||||07330|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|0559|017||TICOMANPLAZAHOTEL1@HOTMAIL.COM||Fijo|19.5141798200000000|-99.135012070000000|2010-07
HOTEL VERMONT|PANSOR SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALLE|VERMONT|CALLE|DAKOTA|CALLE|COLORADO|CALLE|OHIO|29||||||COLONIA|NÁPOLES||||03810|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0219|021||CONTROLADORA@HOTELVERMONT.COM.MX|WWW.HOTELVERMONT.COM.MX|Fijo|19.3973716000000000|-99.172593970000000|2010-07
HOTEL VIADUCTO|VALDOASNO SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|PRIMERO DE MAYO|CALLE|UNION|VIADUCTO|RIO DE LA PIEDAD|CERRADA|UNIÓN|4||||||COLONIA|PRIMERO DE MAYO||||15280|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0274|005||||Fijo|19.4047530900000000|-99.117146600000000|2010-07
HOTEL W|TORRE POLANCO S DE RL DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|AVENIDA|CAMPOS ELISEOS|CALLE|JORGE ELLIOT|CALLE|ANDRÉS BELLO|CALLE|ANDRÉS BELLO|252||||||COLONIA|POLANCO CHAPULTEPEC||||11560|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0779|011||PEDRO.ALMAZAN@STARWOODHOTELS.COM||Fijo|19.4273697100000000|-99.195627440000000|2010-07
HOTEL XOLHA|HOTEL XOLHA SA|721111|Hoteles con otros servicios integrados|11 a 30 personas|CARRETERA|FEDERAL A CUERNAVACA|CALLE|FLOR SILVESTRE|CALLE|CALLE DE LAS TORRES|CALLE|FLOR SILVESTRE|5855||||||COLONIA|SAN PEDRO CHIMALCOYOTL||||14630|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|1744|004||HOTELXOL@INFINITUMMAIL.COM||Fijo|19.2612818700000000|-99.174200640000000|2010-07
HOTEL Y RESTAURANTE SYBHARUS|OPERADORA DE HOTELES MALINTZI SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|JAMES SULLIVAN|CALLE|VELÁZQUEZ DE LEÓN|CALLE|MANUEL MARÍA CONTRERAS|CALLE|MAESTRO ANTONIO CASO|163||||||COLONIA|SAN RAFAEL||||06470|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0678|021|53282600|||Fijo|19.4351476600000000|-99.166649020000000|2010-07
HOTEL Y SUITES ATLANTICO|PROMOTORA DE MOTELES GUARANA SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|OTRO (ESPECIFIQUE)|4 SUR (AVENIDA TE)|CALLE|5|CALLE|5|CALLE|5|807||||0||COLONIA|GABRIEL RAMOS MILLÁN||||08730|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0471|005||DESPACHO@CONTADORESLUYANDO.COM||Fijo|19.3958790800000000|-99.093688580000000|2010-07
HOTEL Y VILLAS PATRIOTISMO|HOTELERA PATRIOTISMO SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CIRCUITO|INTERIOR (AVENIDA PATRIOTISMO)|CALLE|JOSÉ MARTÍ|CALLE|AVENIDA PROGRESO|CALLE|COMERCIO|53||||0||COLONIA|ESCANDÓN||||11800|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|118A|001||PATRIOTISMOHOTEL@PRODIGY.NET.MX||Fijo|19.4034999700000000|-99.178613360000000|2010-07
HOTEL Y VILLAS PLAZA DEL REY|PROMOTORA PLAZA DEL REY SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|AVENIDA|AQUILES SERDÁN|CALLE|TOMÁS MARÍN|CALLE|VÍCTOR HERNÁNDEZ|CALLE|ZARAGOZA|679||||||COLONIA|AZCAPOTZALCO CENTRO||||02000|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|0468|005||LILIANALEALAGUILAR@GMAIL.COM||Fijo|19.4841870200000000|-99.188565790000000|2013-07
HOTEL Y VILLAS AJUSCO|HOTEL PICACHO SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|TELCHAC|CALLE|MOTUL|CALLE|BOULEVARD PICACHO AJUSCO|CALLE|CELESTÚN|941||||0||COLONIA|HÉROES DE PADIERNA||||14240|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|0869|019||||Fijo|19.2804796000000000|-99.214503090000000|2010-07
HOTEL Y VILLAS GRAN GABIAN|INMOBILIARIA AUXEIRA SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|OTRO (ESPECIFIQUE)|5 ORIENTE (AVENIDA JAVIER ROJO GÓMEZ)|CALLE|5|EJE VIAL|15|CALLE|5|627||||0||COLONIA|CENTRAL DE ABASTO||||09020|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|2403|027||DESPACHOGPU@YAHOO.COM.MX||Fijo|19.3774106400000000|-99.077825520000000|2014-12
HOTEL EL MESON|SIXTGABIE SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|AVENIDA MÉXICO|CALLE|MARGARITA MAZA DE JUÁREZ|CALLE|GLADIOLA|CALLE|DIAGONAL GLADIOLA|64||||0||BARRIO|SAN ANTONIO||||16000|09|CIUDAD DE MÉXICO|013|Xochimilco|0001|Xochimilco|0334|016||ERLST_ARANA@HOTMAIL.COM||Fijo|19.2511058500000000|-99.098360480000000|2010-07
HOTEL EL EJECUTIVO REFORMA|ADMINISTRADORA HOTELERA DEL CENTRO SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CALLE|VIENA|CALLE|GENERAL PRIM|CALLE|LUCERNA|CALLE|MILÁN|8||||0|SN|COLONIA|JUÁREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0856|016||INFO@ELEJECUTIVO.COM.MX|WWW.HOTELELEJECUTIVO.COM|Fijo|19.4306907700000000|-99.157595720000000|2010-07
HOTEL EL DORADO|CHOUSA|721111|Hoteles con otros servicios integrados|6 a 10 personas|CALLE|Orozco y Berra|CALLE|Salgado|CALLE|Zaragoza|CALLE|Mina|23||||0||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0610|016||HOTELELDORADO131@GMAIL.COM||Fijo|19.4393314300000000|-99.149726150000000|2010-07
HOTEL EL PADRINO|GARCAR SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|LIBRES|AVENIDA|TLÁHUAC|CALLE|EVERARDO GÁMIZ|CALLE|EVERARDO GÁMIZ|12||||0|SN|COLONIA|LOMAS DE SAN LORENZO||||09780|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|198A|018||ALVAREDOH@GMAIL.COM||Fijo|19.3167112400000000|-99.072065650000000|2010-07
HOTEL ENCINO||721111|Hoteles con otros servicios integrados|6 a 10 personas|AVENIDA|INSURGENTES NORTE|CALLE|SOR JUANA INES DE LA CRUZ|CALLE|AMADO NERVO|CALLE|DOCTOR MARIANO AZUELA|18||||||COLONIA|SANTA MARIA LA RIBERA|||126|06400|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0606|008||||Fijo|19.4435932900000000|-99.154448800000000|2014-12
HOTEL FARO|ADMINISTRADORA LA GARANDILLA  SA DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas|EJE VIAL|3 NORTE (INGENIERO ALFREDO ROBLES DOMINGUEZ)|CALLE|INGENIERO ROBERTO GAYOL|CALLE|REAL DEL MONTE|CALLE|INGENIERO ANTONIO NARRO ACUÑA|197||||||COLONIA|GUADALUPE INSURGENTES||||07870|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1561|015||HOTEL_FARO_MX@HOTMAIL.COM|WWW.HOTEL-FARO.COM|Fijo|19.4702884800000000|-99.132553840000000|2012-06
HOTEL FAJA DE ORO|HOTEL FAJA DE ORO SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|FERROCARRIL INTEROCEÁNICO|CALLE|HÉROE DE NACOZARI|CALLE|PRIVADA TAPICERÍA|CALLE|PRIVADA TAPICERÍA|9||||||COLONIA|MORELOS||||15270|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0371|019||CONTACTO@MXCONGRESO.COM.MX||Fijo|19.4354601300000000|-99.115646670000000|2010-07
HOTEL FAIRFIELD INN VALLEJO|FIDEICOMISO F 1596 S DE RL DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|EJE VIAL|1 PONIENTE (CALZADA VALLEJO)|CALLE|4 NORTE (PONIENTE 128)|EJE VIAL|PONIENTE 122|CALLE|NORTE 35|1090||||0||COLONIA|CRUZ DE LAS SALINAS||||02610|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|0877|027|||WWW.FIDEICOMISO.COM|Fijo|19.4886289200000000|-99.151962650000000|2017-11
HOTEL GRAND FIESTA AMERICANA CHAPULTEPEC|HOTELES Y VILLAS POSADAS SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|CALLE|TOLSTOI|CALLE|DANTE|AVENIDA|GENERAL MARIANO ESCOBEDO|CALLE|VÍCTOR HUGO|29||||0||COLONIA|ANZURES||||11590|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|068A|025||FABIOLAALMAZAN@POSADAS.COM|WWW.POSADAS.COM|Fijo|19.4249236900000000|-99.178285040000000|2010-07
HOTEL GENEVE|HOTEL GENEVE SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CALLE|LONDRES|CALLE|5|CALLE|5|CALLE|5|130||||0||COLONIA|JUAREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|095A|001||||Fijo|19.4252544900000000|-99.164182100000000|2010-07
HOTEL MINERO NAPOLEON|SINDICATO NACIONAL DE TRABAJADORES MINEROS METALURGICOS SIDERURGICOS Y SIMILARES DE LA REPÚBLICA MEXICANA|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|MONTE ALBÁN|EJE VIAL|4 SUR (XOLA)|CALLE|LA MORENA|AVENIDA|DOCTOR JOSÉ MARÍA VÉRTIZ|71||||||COLONIA|NARVARTE||||13020|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0083|011||SINDICATOMINERO_CONTABILDAD@HOTMAIL.COM|WWW.SINDICATOMINERO.ORG.MX|Fijo|19.3968394600000000|-99.150240430000000|2016-01
HOTEL HIPODROMO|PROMOCIONES TURISTICAS MAROMO  SA DE CV|721111|Hoteles con otros servicios integrados|11 a 30 personas|CALLE|CALZADA LEGARIA|CALLE|LAGO SUPERIOR|CALLE|LAGO POO|CALLE|FELIPE CARRILLO PUERTO|185||||0||COLONIA|TORRE BLANCA||||11280|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0139|024||HOTELHIPODROMO@HOTMAIL.COM||Fijo|19.4546236600000000|-99.196955630000000|2010-07
HOTEL HILTON VALLARTA|INMOBILIARIA EN HOTELERIA VALLARTA SANTA FE S DE RL DE CV|721111|Hoteles con otros servicios integrados|6 a 10 personas||JUAN SALVADOR AGRAZ|CALLE|5|CALLE|5|AVENIDA|3|65|||36|0||COLONIA|SANTA FE|EDIFICIO COMERCIAL Y DE SERVIC|CORPORATIVO ONE O ONE|20 A 20 B|05348|09|CIUDAD DE MÉXICO|004|Cuajimalpa de Morelos|0001|Cuajimalpa de Morelos|0369|004||||Fijo|19.3594871300000000|-99.279123060000000|2019-04
HOTEL HOLIDAY INN|OPERADORA HOTELERA ROYAL SA DE CV|721111|Hoteles con otros servicios integrados|51 a 100 personas|CIRCUITO|INTERIOR (AVENIDA REVOLUCIÓN)|CALLE|18|CALLE|14|AVENIDA|PRIMERO DE MAYO|583||||0||COLONIA|SAN PEDRO DE LOS PINOS||||03800|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0346|009||||Fijo|19.3878120000000000|-99.186343000000000|2010-07
HOTEL HISTORICO CENTRAL|HOTELES CORAL SA DE CV|721111|Hoteles con otros servicios integrados|0 a 5 personas|CALLE|BOLÍVAR|CALLE|FRANCISCO I. MADERO|CALLE|5 DE MAYO|CALLE|MOTOLINÍA|28||||0||COLONIA|CENTRO||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0767|003||INFO@HISTORICOCENTRAL.COM|WWW.CENTRALHOTELES.COM|Fijo|19.4332394600000000|-99.138318900000000|2016-01
HOTEL HOLIDAY INN SUITES MEXICO ZONA ROSA|OPERADORA VASCO DE QUIROGA SA DE CV|721111|Hoteles con otros servicios integrados|31 a 50 personas|CALLE|LONDRES|CALLE|DINAMARCA|CALLE|NÁPOLES|CALLE|HAMBURGO|15||||0|SN|COLONIA|JUÁREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0841|009||CUARTOS@HIMEXZR.COM.MX|WWW.HIZONAROSA.COM|Fijo|19.4283778100000000|-99.157888790000000|2014-12
HOTEL HOLIDAY INN PLAZA UNIVERSIDAD|HOTEL ROYAL PLAZA SA DE CV|721111|Hoteles con otros servicios integrados|101 a 250 personas|EJE VIAL|1 PONIENTE (AVENIDA CUAUHTÉMOC)|CALLE|LAS FLORES|CALLE|PARROQUIA|CALLE|BENITO JUÁREZ|1361||||0||COLONIA|SANTA CRUZ ATOYAC||||03310|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|083A|003|||WWW.HIPLAZAUNIVERSIDAD.COM|Fijo|19.3677198900000000|-99.162551190000000|2010-07
